rater	vehicleID	vehicleStatus	driverSex	driverAge	traffic	cutoff	intersection	date	time	note	interID	interType	city	zip	county
ho	HO09	3	M	3	1	No	Gilman Dr & Mandeville Ln	10/13/13	17:07:00		i18	3-way	San Diego	92093	SD
ho	HO10	5	M	2	1	No	Gilman Dr & Mandeville Ln	10/13/13	17:07:00		i18	3-way	San Diego	92093	SD
ho	HO11	4	M	1	1	Yes	Arriba & Camino Tranquilo	10/13/13	18:30:00		i05	4-way	San Diego	92122	SD
ho	HO12	4	F	2	1	No	Arriba & Camino Tranquilo	10/13/13	18:30:00		i05	4-way	San Diego	92122	SD
ho	HO13	3	M	2	1	No	Arriba & Camino Tranquilo	10/13/13	18:31:00		i05	4-way	San Diego	92122	SD
ho	HO14	3	F	1	1	No	Arriba & Camino Tranquilo	10/13/13	18:31:00		i05	4-way	San Diego	92122	SD
ho	HO15	3	M	1	2	Yes	Arriba & Camino Tranquilo	10/13/13	18:33:00		i05	4-way	San Diego	92122	SD
ho	HO16	3	M	1	2	No	Arriba & Camino Tranquilo	10/13/13	18:33:00		i05	4-way	San Diego	92122	SD
ho	HO17	4	M	2	1	No	Arriba & Camino Tranquilo	10/13/13	18:35:00		i05	4-way	San Diego	92122	SD
ho	HO18	3	M	2	1	No	Arriba & Camino Tranquilo	10/13/13	18:35:00		i05	4-way	San Diego	92122	SD
ho	HO19	2	M	1	2	Yes	Arriba & Camino Tranquilo	10/13/13	18:37:00		i05	4-way	San Diego	92122	SD
ho	HO20	3	F	2	2	No	Arriba & Camino Tranquilo	10/13/13	18:43:00		i05	4-way	San Diego	92122	SD
jao	jao01	3	M	3	2	N	30th & Ivy St	10/9/13	17:25:00		i02	4-way	San Diego	92104	SD
jao	jao02	3	M	2	2	N	30th & Ivy St	10/9/13	17:30:00		i02	4-way	San Diego	92104	SD
jao	jao03	2	M	2	3	N	30th & Ivy St	10/9/13	17:44:00		i02	4-way	San Diego	92104	SD
jao	jao04	4	M	1	1	yes	30th & Ivy St	10/9/13	17:58:00		i02	4-way	San Diego	92104	SD
jao	jao05	4	M	2	3	N	30th & Ivy St	10/9/13	18:12:00		i02	4-way	San Diego	92104	SD
jao	jao06	4	M	2	2	N	30th & Ivy St	10/9/13	18:20:00		i02	4-way	San Diego	92104	SD
jao	jao07	2	F	2	2	yes	30th & Ivy St	10/9/13	18:34:00		i02	4-way	San Diego	92104	SD
jao	jao08	1	F	1	3	yes	30th & Ivy St	10/9/13	18:44:00		i02	4-way	San Diego	92104	SD
jao	jao09	3	F	3	1	N	30th & Ivy St	10/9/13	18:59:00		i02	4-way	San Diego	92104	SD
jao	jao10	2	M	2	1	N	30th & Ivy St	10/9/13	19:22:00		i02	4-way	San Diego	92104	SD
jao	jao11	1	M	2	3	N	maple & boundary	10/12/13	8:23:00		i23	4-way	San Diego	92104	SD
jao	jao12	1	M	1	4	N	maple & boundary	10/12/13	8:32:00		i23	4-way	San Diego	92104	SD
jao	jao13	3	M	2	4	Y	maple & boundary	10/12/13	8:44:00		i23	4-way	San Diego	92104	SD
jao	jao14	2	F	1	2	N	maple & boundary	10/12/13	8:58:00		i23	4-way	San Diego	92104	SD
jao	jao15	1	F	2	2	N	maple & boundary	10/12/13	9:07:00		i23	4-way	San Diego	92104	SD
jao	jao16	5	M	1	3	N	maple & boundary	10/12/13	9:14:00		i23	4-way	San Diego	92104	SD
jao	jao17	5	M	1	3	N	maple & boundary	10/12/13	9:25:00		i23	4-way	San Diego	92104	SD
jao	jao18	5	F	2	4	Y	maple & boundary	10/12/13	9:40:00		i23	4-way	San Diego	92104	SD
jao	jao19	5	M	3	5	Y	maple & boundary	10/12/13	9:53:00		i23	4-way	San Diego	92104	SD
jao	jao20	4	M	1	2	N	maple & boundary	10/12/13	10:06:00		i23	4-way	San Diego	92104	SD
jdc	JDC01	4	f	3	3	Y	Avati Dr. & Huerfano Ave.	10/11/13	15:03:00		i06	4-way	San Diego	92117	SD
jdc	JDC02	2	m	3	2	N	Avati Dr. & Huerfano Ave.	10/11/13	15:12:00		i06	4-way	San Diego	92117	SD
jdc	JDC03	1	m	2	2	N	Avati Dr. & Huerfano Ave.	10/11/13	15:14:00		i06	4-way	San Diego	92117	SD
jdc	JDC04	2	m	1	1	N	Avati Dr. & Huerfano Ave.	10/11/13	15:19:00		i06	4-way	San Diego	92117	SD
jdc	JDC05	5	f	2	2	Y	Avati Dr. & Huerfano Ave.	10/11/13	15:23:00		i06	4-way	San Diego	92117	SD
jdc	JDC06	3	f	2	2	N	Avati Dr. & Huerfano Ave.	10/11/13	15:27:00		i06	4-way	San Diego	92117	SD
jdc	JDC07	3	m	3	1	Y	Avati Dr. & Huerfano Ave.	10/11/13	15:31:00		i06	4-way	San Diego	92117	SD
jdc	JDC08	4	f	1	2	N	Avati Dr. & Huerfano Ave.	10/11/13	15:36:00		i06	4-way	San Diego	92117	SD
jdc	JDC09	1	f	1	2	N	Avati Dr. & Huerfano Ave.	10/11/13	15:40:00		i06	4-way	San Diego	92117	SD
jdc	JDC10	2	m	1	1	N	Avati Dr. & Huerfano Ave.	10/11/13	15:42:00		i06	4-way	San Diego	92117	SD
jdc	JDC11	4	m	3	3	Y	Via Alicante & Via Mallorca	10/11/13	17:33:00		i43	4-way	San Diego	92037	SD
jdc	JDC12	5	f	2	4	N	Via Alicante & Via Mallorca	10/11/13	17:37:00		i43	4-way	San Diego	92037	SD
jdc	JDC13	4	f	1	3	N	Via Alicante & Via Mallorca	10/11/13	17:41:00		i43	4-way	San Diego	92037	SD
jdc	JDC14	2	f	3	4	Y	Via Alicante & Via Mallorca	10/11/13	17:44:00		i43	4-way	San Diego	92037	SD
jdc	JDC15	3	f	3	2	N	Via Alicante & Via Mallorca	10/11/13	17:49:00		i43	4-way	San Diego	92037	SD
jdc	JDC16	3	m	2	3	N	Via Alicante & Via Mallorca	10/11/13	17:53:00		i43	4-way	San Diego	92037	SD
jdc	JDC17	1	f	3	2	N	Via Alicante & Via Mallorca	10/11/13	17:57:00		i43	4-way	San Diego	92037	SD
jdc	JDC18	5	m	1	2	N	Via Alicante & Via Mallorca	10/11/13	17:59:00		i43	4-way	San Diego	92037	SD
jdc	JDC19	3	m	1	3	Y	Via Alicante & Via Mallorca	10/11/13	18:02:00		i43	4-way	San Diego	92037	SD
jdc	JDC20	4	f	2	2	N	Via Alicante & Via Mallorca	10/11/13	18:06:00		i43	4-way	San Diego	92037	SD
kmt	KMT 1	3	M	2	3	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	14:35:00		i10	3-way	San Diego	92093	SD
kmt	KMT 10	3	F	1	2	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	16:04:00		i10	3-way	San Diego	92093	SD
kmt	KMT 11	5	M	2	3	N	1st Ave. & Camino Real	10/13/13	16:00:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 12	4	F	1	2	N	1st Ave. & Camino Real	10/13/13	16:04:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 13	4	M	1	2	Y	1st Ave. & Camino Real	10/13/13	16:10:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 14	5	M	3	3	N	1st Ave. & Camino Real	10/13/13	16:13:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 15	4	F	3	2	N	1st Ave. & Camino Real	10/13/13	16:17:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 16	3	M	1	2	Y	1st Ave. & Camino Real	10/13/13	16:20:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 17	3	F	3	2	Y	1st Ave. & Camino Real	10/13/13	16:25:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 18	4	M	2	3	Y	1st Ave. & Camino Real	10/13/13	16:30:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 19	5	F	3	2	N	1st Ave. & Camino Real	10/13/13	16:44:00	Dog got distracted and ran after a squirrel	i01	4-way	Arcadia	91006	LA
kmt	KMT 2	2	M	3	4	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	14:40:00		i10	3-way	San Diego	92093	SD
kmt	KMT 20	2	M	1	2	Y	1st Ave. & Camino Real	10/13/13	16:52:00		i01	4-way	Arcadia	91006	LA
kmt	KMT 21	3	F	2	3	N	Campus Pt Dr. & Health Sciences Dr.	10/9/13	12:05:00		i10	3-way	San Diego	92093	SD
kmt	KMT 22	4	M	2	2	N	Campus Pt Dr. & Health Sciences Dr.	10/9/13	12:08:00		i10	3-way	San Diego	92093	SD
kmt	KMT 23	1	F	3	4	Y	Campus Pt Dr. & Health Sciences Dr.	10/9/13	12:12:00		i10	3-way	San Diego	92093	SD
kmt	KMT 3	4	M	2	2	Y	Campus Pt Dr. & Health Sciences Dr.	10/11/13	14:43:00		i10	3-way	San Diego	92093	SD
kmt	KMT 4	4	F	2	5	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	14:55:00		i10	3-way	San Diego	92093	SD
kmt	KMT 5	5	M	1	4	Y	Campus Pt Dr. & Health Sciences Dr.	10/11/13	14:58:00		i10	3-way	San Diego	92093	SD
kmt	KMT 6	2	F	3	2	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	15:35:00		i10	3-way	San Diego	92093	SD
kmt	KMT 7	1	F	2	3	Y	Campus Pt Dr. & Health Sciences Dr.	10/11/13	15:45:00		i10	3-way	San Diego	92093	SD
kmt	KMT 8	5	F	2	3	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	15:52:00		i10	3-way	San Diego	92093	SD
kmt	KMT 9	4	M	1	4	N	Campus Pt Dr. & Health Sciences Dr.	10/11/13	15:56:00		i10	3-way	San Diego	92093	SD
kth	KTH 1	4	m	1	4	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:21:00		i44	4-way	San Diego	92127	SD
kth	KTH 10	3	m	1	3	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:25:00		i44	4-way	San Diego	92127	SD
kth	KTH 11	3	m	1	2	no	Poblado Road & Florindo  Road	10/11/13	17:03:00		i33	4-way	San Diego	92127	SD
kth	KTH 12	3	m	1	1	no	Poblado Road & Florindo  Road	10/11/13	17:04:00		i33	4-way	San Diego	92127	SD
kth	KTH 13	4	f	1	3	yes	Poblado Road & Florindo  Road	10/11/13	17:10:00		i33	4-way	San Diego	92127	SD
kth	KTH 14	2	m	1	2	no	Poblado Road & Florindo  Road	10/11/13	17:10:00		i33	4-way	San Diego	92127	SD
kth	KTH 15	1	m	2	1	no	Poblado Road & Florindo  Road	10/12/13	14:32:00		i33	4-way	San Diego	92127	SD
kth	KTH 16	5	m	3	1	no	Poblado Road & Florindo  Road	10/12/13	14:40:00		i33	4-way	San Diego	92127	SD
kth	KTH 17	2	f	1	2	no	Poblado Road & Florindo  Road	10/12/13	14:41:00		i33	4-way	San Diego	92127	SD
kth	KTH 18	2	f	2	2	no	Poblado Road & Florindo  Road	10/12/13	14:44:00		i33	4-way	San Diego	92127	SD
kth	KTH 19	2	m	3	1	no	Poblado Road & Florindo  Road	10/12/13	14:49:00		i33	4-way	San Diego	92127	SD
kth	KTH 2	4	f	1	3	yes	Via Del Campo & Via Del Camp Ct.	10/10/13	17:21:00		i44	4-way	San Diego	92127	SD
kth	KTH 20	3	f	1	2	no	Poblado Road & Florindo  Road	10/12/13	14:51:00		i33	4-way	San Diego	92127	SD
kth	KTH 3	3	m	1	4	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:22:00		i44	4-way	San Diego	92127	SD
kth	KTH 4	5	m	2	5	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:22:00		i44	4-way	San Diego	92127	SD
kth	KTH 5	3	f	2	5	yes	Via Del Campo & Via Del Camp Ct.	10/10/13	17:22:00		i44	4-way	San Diego	92127	SD
kth	KTH 6	2	f	1	3	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:24:00		i44	4-way	San Diego	92127	SD
kth	KTH 7	2	f	1	2	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:24:00		i44	4-way	San Diego	92127	SD
kth	KTH 8	3	m	1	4	yes	Via Del Campo & Via Del Camp Ct.	10/10/13	17:25:00		i44	4-way	San Diego	92127	SD
kth	KTH 9	4	f	1	4	no	Via Del Campo & Via Del Camp Ct.	10/10/13	17:25:00		i44	4-way	San Diego	92127	SD
ktk	KTK 01	2	M	1	2	Y	Voigt Dr. & Matthews Lane	10/10/13	17:09:00		i24	3-way	San Diego	92093	SD
ktk	KTK 02	3	M	1	2	N	Voigt Dr. & Matthews Lane	10/10/13	17:11:00		i24	3-way	San Diego	92093	SD
ktk	KTK 03	4	M	1	3	Y	Voigt Dr. & Matthews Lane	10/10/13	17:12:00		i24	3-way	San Diego	92093	SD
ktk	KTK 04	2	F	1	3	N	Voigt Dr. & Matthews Lane	10/10/13	17:13:00		i24	3-way	San Diego	92093	SD
ktk	KTK 05	2	F	1	3	N	Voigt Dr. & Matthews Lane	10/10/13	17:16:00		i24	3-way	San Diego	92093	SD
ktk	KTK 06	3	M	1	2	N	Voigt Dr. & Matthews Lane	10/10/13	17:18:00		i24	3-way	San Diego	92093	SD
ktk	KTK 07	5	M	1	2	Y	Voigt Dr. & Matthews Lane	10/10/13	17:19:00		i24	3-way	San Diego	92093	SD
ktk	KTK 08	1	M	1	2	Y	Voigt Dr. & Matthews Lane	10/10/13	17:21:00		i24	3-way	San Diego	92093	SD
ktk	KTK 09	1	M	2	2	N	Voigt Dr. & Matthews Lane	10/10/13	17:23:00		i24	3-way	San Diego	92093	SD
ktk	KTK 10	3	F	2	3	N	Voigt Dr. & Matthews Lane	10/10/13	17:24:00		i24	3-way	San Diego	92093	SD
ktk	KTK 11	4	F	1	2	Y	Voigt Dr. & Matthews Lane	10/10/13	17:25:00		i24	3-way	San Diego	92093	SD
ktk	KTK 12	2	M	1	2	Y	Voigt Dr. & Matthews Lane	10/10/13	17:27:00		i24	3-way	San Diego	92093	SD
ktk	KTK 13	2	M	1	5	N	Gilman Dr. & Voigt Dr.	10/10/13	17:35:00		i19	4-way	San Diego	92093	SD
ktk	KTK 14	1	M	1	5	Y	Gilman Dr. & Voigt Dr.	10/10/13	17:36:00		i19	4-way	San Diego	92093	SD
ktk	KTK 15	2	F	1	4	N	Gilman Dr. & Voigt Dr.	10/10/13	17:37:00		i19	4-way	San Diego	92093	SD
ktk	KTK 16	5	M	1	4	Y	Gilman Dr. & Voigt Dr.	10/10/13	17:38:00		i19	4-way	San Diego	92093	SD
ktk	KTK 17	1	M	1	3	Y	Gilman Dr. & Voigt Dr.	10/10/13	17:38:00		i19	4-way	San Diego	92093	SD
ktk	KTK 18	3	M	1	6	Y	Gilman Dr. & Voigt Dr.	10/10/13	17:41:00		i19	4-way	San Diego	92093	SD
ktk	KTK 19	2	M	1	3	N	Gilman Dr. & Voigt Dr.	10/10/13	17:46:00		i19	4-way	San Diego	92093	SD
ktk	KTK 20	3	F	1	5	Y	Gilman Dr. & Voigt Dr.	10/10/13	17:48:00		i19	4-way	San Diego	92093	SD
ktk	KTK 21	2	M	1	5	N	Gilman Dr. & Voigt Dr.	10/10/13	17:49:00		i19	4-way	San Diego	92093	SD
ktk	KTK 22	2	M	2	5	N	Gilman Dr. & Voigt Dr.	10/10/13	17:50:00		i19	4-way	San Diego	92093	SD
ktk	KTK 23	5	M	1	5	N	Gilman Dr. & Voigt Dr.	10/10/13	17:52:00		i19	4-way	San Diego	92093	SD
ktk	KTK 24	1	F	1	6	N	Gilman Dr. & Voigt Dr.	10/10/13	17:53:00		i19	4-way	San Diego	92093	SD
ktk	KTK 25	3	M	1	5	Y	Gilman Dr. & Voigt Dr.	10/10/13	17:54:00		i19	4-way	San Diego	92093	SD
lmb	LMB1	4	M	1	3	No	Hopkins Dr &  Voigt Ln	10/8/13	9:13:00		i20	4-way	San Diego	92093	SD
lmb	LMB10	3	M	2	2	No	Scholars Dr. North & North Point Dr	10/12/13	12:45:00		i37	3-way	San Diego	92093	SD
lmb	LMB11	5	M	1	3	No	Lyman Ln & Voigt Dr	10/12/13	1:13:00		i22	3-way	San Diego	92093	SD
lmb	LMB12	4	M	1	2	No	Lyman Ln & Voigt Dr	10/12/13	1:15:00		i22	3-way	San Diego	92093	SD
lmb	LMB13	2	F	1	2	No	Lyman Ln & Voigt Dr	10/12/13	1:17:00		i22	3-way	San Diego	92093	SD
lmb	LMB14	1	M	1	2	No	Lyman Ln & Voigt Dr	10/12/13	1:20:00		i22	3-way	San Diego	92093	SD
lmb	LMB15	2	F	1	2	No	Lyman Ln & Voigt Dr	10/12/13	1:22:00		i22	3-way	San Diego	92093	SD
lmb	LMB16	5	M	1	2	Yes	Lyman Ln & Voigt Dr	10/12/13	1:25:00		i22	3-way	San Diego	92093	SD
lmb	LMB17	4	M	3	2	Yes	Lyman Ln & Voigt Dr	10/12/13	1:26:00		i22	3-way	San Diego	92093	SD
lmb	LMB18	3	M	3	2	Yes	Lyman Ln & Voigt Dr	10/12/13	1:27:00		i22	3-way	San Diego	92093	SD
lmb	LMB19	3	other	other	2	No	Lyman Ln & Voigt Dr	10/12/13	1:28:00	Car was too far to see driver	i22	3-way	San Diego	92093	SD
lmb	LMB2	3	M	1	2	No	Hopkins Dr &  Voigt Ln	10/8/13	9:15:00		i20	4-way	San Diego	92093	SD
lmb	LMB20	3	F	1	2	No	Lyman Ln & Voigt Dr	10/12/13	1:29:00		i22	3-way	San Diego	92093	SD
lmb	LMB3	3	M	1	2	No	Hopkins Dr &  Voigt Ln	10/8/13	9:17:00		i20	4-way	San Diego	92093	SD
lmb	LMB4	4	M	2	2	Yes	Hopkins Dr &  Voigt Ln	10/8/13	9:20:00		i20	4-way	San Diego	92093	SD
lmb	LMB5	1	F	1	2	Yes	Hopkins Dr &  Voigt Ln	10/8/13	9:21:00		i20	4-way	San Diego	92093	SD
lmb	LMB6	4	M	1	2	No	Scholars Dr. North & North Point Dr	10/12/13	12:30:00		i37	3-way	San Diego	92093	SD
lmb	LMB7	5	other	other	2	Yes	Scholars Dr. North & North Point Dr	10/12/13	12:31:00	Car was too far to see driver	i37	3-way	San Diego	92093	SD
lmb	LMB8	5	M	1	2	No	Scholars Dr. North & North Point Dr	10/12/13	12:40:00		i37	3-way	San Diego	92093	SD
lmb	LMB9	2	F	1	3	No	Scholars Dr. North & North Point Dr	10/12/13	12:42:00		i37	3-way	San Diego	92093	SD
mb	MB01	4	F	1	2	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:00:00		i31	3-way	San Diego	92109	SD
mb	MB02	2	M	2	2	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:00:00		i31	3-way	San Diego	92109	SD
mb	Mb03	3	M	2	2	Yes	Pacific Beach Drive and Riviera Drive	10/12/13	13:01:00		i31	3-way	San Diego	92109	SD
mb	Mb04	3	M	2	1	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:02:00		i31	3-way	San Diego	92109	SD
mb	Mb05	5	F	3	1	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:03:00		i31	3-way	San Diego	92109	SD
mb	Mb06	2	M	1	2	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:03:00		i31	3-way	San Diego	92109	SD
mb	Mb07	1	M	2	1	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:03:00		i31	3-way	San Diego	92109	SD
mb	Mb08	5	M	2	2	Yes	Pacific Beach Drive and Riviera Drive	10/12/13	13:05:00		i31	3-way	San Diego	92109	SD
mb	Mb09	4	F	1	2	Yes	Pacific Beach Drive and Riviera Drive	10/12/13	13:06:00		i31	3-way	San Diego	92109	SD
mb	Mb10	4	M	1	2	No	Pacific Beach Drive and Riviera Drive	10/12/13	13:06:00		i31	3-way	San Diego	92109	SD
mb	Mb11	3	M	1	3	No	Pacific Beach Drive and Jewell Street	10/12/13	13:15:00		i30	4-way	San Diego	92109	SD
mb	Mb12	3	F	2	4	Yes	Pacific Beach Drive and Jewell Street	10/12/13	13:16:00		i30	4-way	San Diego	92109	SD
mb	Mb13	1	F	2	4	No	Pacific Beach Drive and Jewell Street	10/12/13	13:16:00		i30	4-way	San Diego	92109	SD
mb	Mb14	4	M	3	5	No	Pacific Beach Drive and Jewell Street	10/12/13	13:18:00		i30	4-way	San Diego	92109	SD
mb	Mb15	5	M	3	4	Yes	Pacific Beach Drive and Jewell Street	10/12/13	13:19:00		i30	4-way	San Diego	92109	SD
mb	Mb16	2	M	1	5	Yes	Pacific Beach Drive and Jewell Street	10/12/13	13:20:00		i30	4-way	San Diego	92109	SD
mb	Mb17	3	F	1	5	No	Pacific Beach Drive and Jewell Street	10/12/13	13:20:00		i30	4-way	San Diego	92109	SD
mb	Mb18	5	M	2	4	No	Pacific Beach Drive and Jewell Street	10/12/13	13:22:00		i30	4-way	San Diego	92109	SD
mb	Mb19	5	F	2	3	Yes	Pacific Beach Drive and Jewell Street	10/12/13	13:22:00		i30	4-way	San Diego	92109	SD
mb	Mb20	4	F	1	4	No	Pacific Beach Drive and Jewell Street	10/12/13	13:23:00		i30	4-way	San Diego	92109	SD
me	me1	3	m	2	1	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:28:00		i19	4-way	San Diego	92093	SD
me	me10	4	m	1	4	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:39:00	"time for this datapoint was missing, so I estimated it as being between me9 and me11--JKB"	i19	4-way	San Diego	92093	SD
me	me11	2	m	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:41:00		i19	4-way	San Diego	92093	SD
me	me12	3	m	2	3	no	Gilman Dr. and Voigt Dr.	10/11/13	15:42:00		i19	4-way	San Diego	92093	SD
me	me13	3	f	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:42:00		i19	4-way	San Diego	92093	SD
me	me14	3	f	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:43:00		i19	4-way	San Diego	92093	SD
me	me15	2	m	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:43:00		i19	4-way	San Diego	92093	SD
me	me16	3	m	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:44:00		i19	4-way	San Diego	92093	SD
me	me17	1	m	2	1	no	Gilman Dr. and Voigt Dr.	10/11/13	15:44:00		i19	4-way	San Diego	92093	SD
me	me18	2	f	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:45:00		i19	4-way	San Diego	92093	SD
me	me19	4	m	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:46:00		i19	4-way	San Diego	92093	SD
me	me2	2	m	1	1	no	Gilman Dr. and Voigt Dr.	10/11/13	15:29:00		i19	4-way	San Diego	92093	SD
me	me20	1	f	1	1	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:48:00		i19	4-way	San Diego	92093	SD
me	me21	3	f	2	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:49:00		i19	4-way	San Diego	92093	SD
me	me22	3	f	1	1	no	Gilman Dr. and Voigt Dr.	10/11/13	15:50:00		i19	4-way	San Diego	92093	SD
me	me23	3	m	1	1	no	Gilman Dr. and Voigt Dr.	10/11/13	15:52:00		i19	4-way	San Diego	92093	SD
me	me24	2	m	1	2	no	Gilman Dr. and Voigt Dr.	10/11/13	15:53:00		i19	4-way	San Diego	92093	SD
me	me3	3	m	2	2	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:31:00		i19	4-way	San Diego	92093	SD
me	me4	3	m	1	2	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:34:00		i19	4-way	San Diego	92093	SD
me	me5	1	f	1	2	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:35:00		i19	4-way	San Diego	92093	SD
me	me6	3	m	2	3	no	Gilman Dr. and Voigt Dr.	10/11/13	15:36:00		i19	4-way	San Diego	92093	SD
me	me7	4	m	2	2	yes	Gilman Dr. and Voigt Dr.	10/11/13	15:36:00		i19	4-way	San Diego	92093	SD
me	me8	2	m	1	1	no	Gilman Dr. and Voigt Dr.	10/11/13	15:37:00		i19	4-way	San Diego	92093	SD
me	me9	4	m	1	1	no	Gilman Dr. and Voigt Dr.	10/11/13	15:38:00		i19	4-way	San Diego	92093	SD
mo	MO1	3	f	2	4	yes	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:17:00		i14	4-way	San Diego	92122	SD
mo	MO10	4	m	1	3	yes	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:25:00		i14	4-way	San Diego	92122	SD
mo	MO11	2	m	2	4	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:26:00		i14	4-way	San Diego	92122	SD
mo	MO12	5	m	2	4	yes	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:29:00		i14	4-way	San Diego	92122	SD
mo	MO13	2	f	1	3	no	Arriba & Camino Tranquilo	10/11/13	17:26:00		i05	4-way	San Diego	92122	SD
mo	MO14	4	m	1	2	no	Arriba & Camino Tranquilo	10/11/13	17:28:00		i05	4-way	San Diego	92122	SD
mo	MO15	5	m	2	3	no	Arriba & Camino Tranquilo	10/11/13	17:28:00		i05	4-way	San Diego	92122	SD
mo	MO16	2	m	2	2	no	Arriba & Camino Tranquilo	10/11/13	17:30:00		i05	4-way	San Diego	92122	SD
mo	MO17	1	f	2	2	no	Arriba & Camino Tranquilo	10/11/13	17:33:00		i05	4-way	San Diego	92122	SD
mo	MO18	4	m	1	4	no	Arriba & Camino Tranquilo	10/11/13	17:34:00		i05	4-way	San Diego	92122	SD
mo	MO19	3	f	2	3	no	Arriba & Camino Tranquilo	10/11/13	17:37:00		i05	4-way	San Diego	92122	SD
mo	MO2	1	f	2	3	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:18:00		i14	4-way	San Diego	92122	SD
mo	MO20	2	f	1	3	no	Arriba & Camino Tranquilo	10/11/13	17:42:00		i05	4-way	San Diego	92122	SD
mo	MO21	2	m	1	2	no	Arriba & Camino Tranquilo	10/11/13	17:43:00		i05	4-way	San Diego	92122	SD
mo	MO22	4	m	2	3	yes	Arriba & Camino Tranquilo	10/11/13	17:47:00		i05	4-way	San Diego	92122	SD
mo	MO3	1	m	1	4	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:19:00		i14	4-way	San Diego	92122	SD
mo	MO4	3	m	2	3	yes	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:20:00		i14	4-way	San Diego	92122	SD
mo	MO5	2	m	2	3	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:20:00		i14	4-way	San Diego	92122	SD
mo	MO6	4	f	1	3	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:23:00		i14	4-way	San Diego	92122	SD
mo	MO7	4	m	2	4	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:23:00		i14	4-way	San Diego	92122	SD
mo	MO8	5	f	2	3	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:24:00		i14	4-way	San Diego	92122	SD
mo	MO9	1	f	2	3	no	Costa Verde Blvd. &Plaza de Palmas	10/10/13	18:24:00		i14	4-way	San Diego	92122	SD
mr	mr01	5	m	2	1	no	Muir College Dr. & Scholars Dr. N	10/8/13	14:59:00		i26	3-way	San Diego	92093	SD
mr	mr02	1	f	1	2	no	Muir College Dr. & Scholars Dr. N	10/8/13	15:04:00		i26	3-way	San Diego	92093	SD
mr	mr03	1	f	1	2	yes	Muir College Dr. & Scholars Dr. N	10/8/13	15:12:00		i26	3-way	San Diego	92093	SD
mr	mr04	2	f	1	1	no	Muir College Dr. & Scholars Dr. N	10/8/13	15:18:00		i26	3-way	San Diego	92093	SD
mr	mr05	5	m	3	1	no	Muir College Dr. & Scholars Dr. N	10/8/13	15:24:00		i26	3-way	San Diego	92093	SD
mr	mr06	4	m	2	2	yes	Muir College Dr. & Scholars Dr. N	10/8/13	15:26:00		i26	3-way	San Diego	92093	SD
